Season,Team,Home,W/L,G,Win%
2012,DET,0,7,33,0.21212121212121213
2012,DET,1,18,33,0.5454545454545454
2012,GSW,0,11,33,0.3333333333333333
2012,GSW,1,12,33,0.36363636363636365
2012,HOU,0,12,33,0.36363636363636365
2012,HOU,1,22,33,0.6666666666666666
2012,IND,0,19,33,0.5757575757575758
2012,IND,1,23,33,0.696969696969697
2012,LAC,0,16,33,0.48484848484848486
2012,LAC,1,24,33,0.7272727272727273
2012,LAL,0,15,33,0.45454545454545453
2012,LAL,1,26,33,0.7878787878787878
2012,MEM,0,15,33,0.45454545454545453
2012,MEM,1,26,33,0.7878787878787878
2012,MIA,0,18,33,0.5454545454545454
2012,MIA,1,28,33,0.8484848484848485
2012,MIL,0,14,33,0.42424242424242425
2012,MIL,1,17,33,0.5151515151515151
2012,MIN,0,13,33,0.3939393939393939
2012,MIN,1,13,33,0.3939393939393939
2012,NYK,0,14,33,0.42424242424242425
2012,NYK,1,22,33,0.6666666666666666
2012,OKC,0,21,33,0.6363636363636364
2012,OKC,1,26,33,0.7878787878787878
2012,ORL,0,16,33,0.48484848484848486
2012,ORL,1,21,33,0.6363636363636364
2012,PHI,0,16,33,0.48484848484848486
2012,PHI,1,19,33,0.5757575757575758
2012,PHO,0,14,33,0.42424242424242425
2012,PHO,1,19,33,0.5757575757575758
2012,POR,0,8,33,0.24242424242424243
2012,POR,1,20,33,0.6060606060606061
2012,SAC,0,6,33,0.18181818181818182
2012,SAC,1,16,33,0.48484848484848486
2012,SAS,0,22,33,0.6666666666666666
2012,SAS,1,28,33,0.8484848484848485
2012,TOR,0,10,33,0.30303030303030304
2012,TOR,1,13,33,0.3939393939393939
2012,UTA,0,11,33,0.3333333333333333
2012,UTA,1,25,33,0.7575757575757576
2012,WAS,0,9,33,0.2727272727272727
2012,WAS,1,11,33,0.3333333333333333
2013,ATL,0,19,41,0.4634146341463415
2013,ATL,1,25,41,0.6097560975609756
2013,BOS,0,14,41,0.34146341463414637
2013,BOS,1,27,40,0.675
2013,BRK,0,23,41,0.5609756097560976
2013,BRK,1,26,41,0.6341463414634146
2013,CHI,0,21,41,0.5121951219512195
2013,CHI,1,24,41,0.5853658536585366
2013,CLE,0,10,41,0.24390243902439024
2013,CLE,1,14,41,0.34146341463414637
2013,DAL,0,17,41,0.4146341463414634
2013,DAL,1,24,41,0.5853658536585366
2013,DEN,0,19,41,0.4634146341463415
2013,DEN,1,38,41,0.926829268292683
2013,DET,0,11,41,0.2682926829268293
2013,DET,1,18,41,0.43902439024390244
2013,GSW,0,19,41,0.4634146341463415
2013,GSW,1,28,41,0.6829268292682927
2013,HOU,0,16,41,0.3902439024390244
2013,HOU,1,29,41,0.7073170731707317
2013,IND,0,19,40,0.475
2013,IND,1,30,41,0.7317073170731707
2013,LAC,0,24,41,0.5853658536585366
2013,LAC,1,32,41,0.7804878048780488
2013,LAL,0,16,41,0.3902439024390244
2013,LAL,1,29,41,0.7073170731707317
2013,MEM,0,24,41,0.5853658536585366
2013,MEM,1,32,41,0.7804878048780488
2013,MIA,0,29,41,0.7073170731707317
2013,MIA,1,37,41,0.9024390243902439
2013,MIL,0,17,41,0.4146341463414634
2013,MIL,1,21,41,0.5121951219512195
2013,MIN,0,11,41,0.2682926829268293
2013,MIN,1,20,41,0.4878048780487805
2013,NYK,0,23,41,0.5609756097560976
2013,NYK,1,31,41,0.7560975609756098
2013,OKC,0,26,41,0.6341463414634146
2013,OKC,1,34,41,0.8292682926829268
2013,ORL,0,8,41,0.1951219512195122
2013,ORL,1,12,41,0.2926829268292683
2013,PHI,0,11,41,0.2682926829268293
2013,PHI,1,23,41,0.5609756097560976
2013,PHO,0,8,41,0.1951219512195122
2013,PHO,1,17,41,0.4146341463414634
2013,POR,0,11,41,0.2682926829268293
2013,POR,1,22,41,0.5365853658536586
2013,SAC,0,8,41,0.1951219512195122
2013,SAC,1,20,41,0.4878048780487805
2013,SAS,0,23,41,0.5609756097560976
2013,SAS,1,35,41,0.8536585365853658
2013,TOR,0,13,41,0.3170731707317073
2013,TOR,1,21,41,0.5121951219512195
2013,UTA,0,13,41,0.3170731707317073
2013,UTA,1,30,41,0.7317073170731707
2013,WAS,0,7,41,0.17073170731707318
2013,WAS,1,22,41,0.5365853658536586
2014,ATL,0,14,41,0.34146341463414637
2014,ATL,1,24,41,0.5853658536585366
2014,BOS,0,9,41,0.21951219512195122
2014,BOS,1,16,41,0.3902439024390244
2014,BRK,0,16,41,0.3902439024390244
2014,BRK,1,28,41,0.6829268292682927
2014,CHI,0,21,41,0.5121951219512195
2014,CHI,1,27,41,0.6585365853658537
2014,CLE,0,14,41,0.34146341463414637
2014,CLE,1,19,41,0.4634146341463415
2014,DAL,0,23,41,0.5609756097560976
2014,DAL,1,26,41,0.6341463414634146
2014,DEN,0,14,41,0.34146341463414637
2014,DEN,1,22,41,0.5365853658536586
2014,DET,0,12,41,0.2926829268292683
2014,DET,1,17,41,0.4146341463414634
2014,GSW,0,24,41,0.5853658536585366
2014,GSW,1,27,41,0.6585365853658537
2014,HOU,0,21,41,0.5121951219512195
2014,HOU,1,33,41,0.8048780487804879
2014,IND,0,21,41,0.5121951219512195
2014,IND,1,35,41,0.8536585365853658
2014,LAC,0,23,41,0.5609756097560976
2014,LAC,1,34,41,0.8292682926829268
2014,LAL,0,13,41,0.3170731707317073
2014,LAL,1,14,41,0.34146341463414637
2014,MEM,0,23,41,0.5609756097560976
2014,MEM,1,27,41,0.6585365853658537
2014,MIA,0,22,41,0.5365853658536586
2014,MIA,1,32,41,0.7804878048780488
2014,MIL,0,5,41,0.12195121951219512
2014,MIL,1,10,41,0.24390243902439024
2014,MIN,0,16,41,0.3902439024390244
2014,MIN,1,24,41,0.5853658536585366
2014,NOP,0,12,41,0.2926829268292683
2014,NOP,1,22,41,0.5365853658536586
2014,NYK,0,18,41,0.43902439024390244
2014,NYK,1,19,41,0.4634146341463415
2014,OKC,0,25,41,0.6097560975609756
2014,OKC,1,34,41,0.8292682926829268
2014,ORL,0,4,41,0.0975609756097561
2014,ORL,1,19,41,0.4634146341463415
2014,PHI,0,9,41,0.21951219512195122
2014,PHI,1,10,41,0.24390243902439024
2014,PHO,0,22,41,0.5365853658536586
2014,PHO,1,26,41,0.6341463414634146
2014,POR,0,23,41,0.5609756097560976
2014,POR,1,31,41,0.7560975609756098
2014,SAC,0,11,41,0.2682926829268293
2014,SAC,1,17,41,0.4146341463414634
2014,SAS,0,30,41,0.7317073170731707
2014,SAS,1,32,41,0.7804878048780488
2014,TOR,0,22,41,0.5365853658536586
2014,TOR,1,26,41,0.6341463414634146
2014,UTA,0,9,41,0.21951219512195122
2014,UTA,1,16,41,0.3902439024390244
2014,WAS,0,22,41,0.5365853658536586
2014,WAS,1,22,41,0.5365853658536586
2015,ATL,0,25,41,0.6097560975609756
2015,ATL,1,35,41,0.8536585365853658
2015,BOS,0,19,41,0.4634146341463415
2015,BOS,1,21,41,0.5121951219512195
2015,BRK,0,19,41,0.4634146341463415
2015,BRK,1,19,41,0.4634146341463415
2015,CHI,0,23,41,0.5609756097560976
2015,CHI,1,27,41,0.6585365853658537
2015,CHO,0,14,41,0.34146341463414637
2015,CHO,1,19,41,0.4634146341463415
2015,CLE,0,22,41,0.5365853658536586
2015,CLE,1,31,41,0.7560975609756098
2015,DAL,0,23,41,0.5609756097560976
2015,DAL,1,27,41,0.6585365853658537
2015,DEN,0,11,41,0.2682926829268293
2015,DEN,1,19,41,0.4634146341463415
2015,DET,0,14,41,0.34146341463414637
2015,DET,1,18,41,0.43902439024390244
2015,GSW,0,28,41,0.6829268292682927
2015,GSW,1,39,41,0.9512195121951219
2015,HOU,0,26,41,0.6341463414634146
2015,HOU,1,30,41,0.7317073170731707
2015,IND,0,15,41,0.36585365853658536
2015,IND,1,23,41,0.5609756097560976
2015,LAC,0,26,41,0.6341463414634146
2015,LAC,1,30,41,0.7317073170731707
2015,LAL,0,9,41,0.21951219512195122
2015,LAL,1,12,41,0.2926829268292683
2015,MEM,0,24,41,0.5853658536585366
2015,MEM,1,31,41,0.7560975609756098
2015,MIA,0,17,41,0.4146341463414634
2015,MIA,1,20,41,0.4878048780487805
2015,MIL,0,18,41,0.43902439024390244
2015,MIL,1,23,41,0.5609756097560976
2015,MIN,0,7,41,0.17073170731707318
2015,MIN,1,9,41,0.21951219512195122
2015,NOP,0,17,41,0.4146341463414634
2015,NOP,1,28,41,0.6829268292682927
2015,NYK,0,7,41,0.17073170731707318
2015,NYK,1,10,41,0.24390243902439024
2015,OKC,0,16,41,0.3902439024390244
2015,OKC,1,29,41,0.7073170731707317
2015,ORL,0,12,41,0.2926829268292683
2015,ORL,1,13,41,0.3170731707317073
2015,PHI,0,6,41,0.14634146341463414
2015,PHI,1,12,41,0.2926829268292683
2015,PHO,0,17,41,0.4146341463414634
2015,PHO,1,22,41,0.5365853658536586
2015,POR,0,19,41,0.4634146341463415
2015,POR,1,32,41,0.7804878048780488
2015,SAC,0,11,41,0.2682926829268293
2015,SAC,1,18,41,0.43902439024390244
2015,SAS,0,22,41,0.5365853658536586
2015,SAS,1,33,41,0.8048780487804879
2015,TOR,0,22,41,0.5365853658536586
2015,TOR,1,27,41,0.6585365853658537
2015,UTA,0,17,41,0.4146341463414634
2015,UTA,1,21,41,0.5121951219512195
2015,WAS,0,17,41,0.4146341463414634
2015,WAS,1,29,41,0.7073170731707317
2016,ATL,0,21,41,0.5121951219512195
2016,ATL,1,27,41,0.6585365853658537
2016,BOS,0,20,41,0.4878048780487805
2016,BOS,1,28,41,0.6829268292682927
2016,BRK,0,7,41,0.17073170731707318
2016,BRK,1,14,41,0.34146341463414637
2016,CHI,0,16,41,0.3902439024390244
2016,CHI,1,26,41,0.6341463414634146
2016,CHO,0,18,41,0.43902439024390244
2016,CHO,1,30,41,0.7317073170731707
2016,CLE,0,24,41,0.5853658536585366
2016,CLE,1,33,41,0.8048780487804879
2016,DAL,0,19,41,0.4634146341463415
2016,DAL,1,23,41,0.5609756097560976
2016,DEN,0,15,41,0.36585365853658536
2016,DEN,1,18,41,0.43902439024390244
2016,DET,0,18,41,0.43902439024390244
2016,DET,1,26,41,0.6341463414634146
2016,GSW,0,34,41,0.8292682926829268
2016,GSW,1,39,41,0.9512195121951219
2016,HOU,0,18,41,0.43902439024390244
2016,HOU,1,23,41,0.5609756097560976
2016,IND,0,19,41,0.4634146341463415
2016,IND,1,26,41,0.6341463414634146
2016,LAC,0,24,41,0.5853658536585366
2016,LAC,1,29,41,0.7073170731707317
2016,LAL,0,5,41,0.12195121951219512
2016,LAL,1,12,41,0.2926829268292683
2016,MEM,0,16,41,0.3902439024390244
2016,MEM,1,26,41,0.6341463414634146
2016,MIA,0,20,41,0.4878048780487805
2016,MIA,1,28,41,0.6829268292682927
2016,MIL,0,10,41,0.24390243902439024
2016,MIL,1,23,41,0.5609756097560976
2016,MIN,0,15,41,0.36585365853658536
2016,MIN,1,14,41,0.34146341463414637
2016,NOP,0,9,41,0.21951219512195122
2016,NOP,1,21,41,0.5121951219512195
2016,NYK,0,14,41,0.34146341463414637
2016,NYK,1,18,41,0.43902439024390244
2016,OKC,0,23,41,0.5609756097560976
2016,OKC,1,32,41,0.7804878048780488
2016,ORL,0,12,41,0.2926829268292683
2016,ORL,1,23,41,0.5609756097560976
2016,PHI,0,3,41,0.07317073170731707
2016,PHI,1,7,41,0.17073170731707318
2016,PHO,0,9,41,0.21951219512195122
2016,PHO,1,14,41,0.34146341463414637
2016,POR,0,16,41,0.3902439024390244
2016,POR,1,28,41,0.6829268292682927
2016,SAC,0,15,41,0.36585365853658536
2016,SAC,1,18,41,0.43902439024390244
2016,SAS,0,27,41,0.6585365853658537
2016,SAS,1,40,41,0.975609756097561
2016,TOR,0,24,41,0.5853658536585366
2016,TOR,1,32,41,0.7804878048780488
2016,UTA,0,16,41,0.3902439024390244
2016,UTA,1,24,41,0.5853658536585366
2016,WAS,0,19,41,0.4634146341463415
2016,WAS,1,22,41,0.5365853658536586
2017,ATL,0,20,41,0.4878048780487805
2017,ATL,1,23,41,0.5609756097560976
2017,BOS,0,23,41,0.5609756097560976
2017,BOS,1,30,41,0.7317073170731707
2017,BRK,0,7,41,0.17073170731707318
2017,BRK,1,13,41,0.3170731707317073
2017,CHI,0,16,41,0.3902439024390244
2017,CHI,1,25,41,0.6097560975609756
2017,CHO,0,14,41,0.34146341463414637
2017,CHO,1,22,41,0.5365853658536586
2017,CLE,0,20,41,0.4878048780487805
2017,CLE,1,31,41,0.7560975609756098
2017,DAL,0,12,41,0.2926829268292683
2017,DAL,1,21,41,0.5121951219512195
2017,DEN,0,18,41,0.43902439024390244
2017,DEN,1,22,41,0.5365853658536586
2017,DET,0,13,41,0.3170731707317073
2017,DET,1,24,41,0.5853658536585366
2017,GSW,0,31,41,0.7560975609756098
2017,GSW,1,36,41,0.8780487804878049
2017,HOU,0,25,41,0.6097560975609756
2017,HOU,1,30,41,0.7317073170731707
2017,IND,0,13,41,0.3170731707317073
2017,IND,1,29,41,0.7073170731707317
2017,LAC,0,22,41,0.5365853658536586
2017,LAC,1,29,41,0.7073170731707317
2017,LAL,0,9,41,0.21951219512195122
2017,LAL,1,17,41,0.4146341463414634
2017,MEM,0,19,41,0.4634146341463415
2017,MEM,1,24,41,0.5853658536585366
2017,MIA,0,18,41,0.43902439024390244
2017,MIA,1,23,41,0.5609756097560976
2017,MIL,0,19,41,0.4634146341463415
2017,MIL,1,23,41,0.5609756097560976
2017,MIN,0,11,41,0.2682926829268293
2017,MIN,1,20,41,0.4878048780487805
2017,NOP,0,13,41,0.3170731707317073
2017,NOP,1,21,41,0.5121951219512195
2017,NYK,0,12,41,0.2926829268292683
2017,NYK,1,19,41,0.4634146341463415
2017,OKC,0,19,41,0.4634146341463415
2017,OKC,1,28,41,0.6829268292682927
2017,ORL,0,13,41,0.3170731707317073
2017,ORL,1,16,41,0.3902439024390244
2017,PHI,0,11,41,0.2682926829268293
2017,PHI,1,17,41,0.4146341463414634
2017,PHO,0,9,41,0.21951219512195122
2017,PHO,1,15,41,0.36585365853658536
2017,POR,0,16,41,0.3902439024390244
2017,POR,1,25,41,0.6097560975609756
2017,SAC,0,15,41,0.36585365853658536
2017,SAC,1,17,41,0.4146341463414634
2017,SAS,0,30,41,0.7317073170731707
2017,SAS,1,31,41,0.7560975609756098
2017,TOR,0,23,41,0.5609756097560976
2017,TOR,1,28,41,0.6829268292682927
2017,UTA,0,22,41,0.5365853658536586
2017,UTA,1,29,41,0.7073170731707317
2017,WAS,0,19,41,0.4634146341463415
2017,WAS,1,30,41,0.7317073170731707
2018,ATL,0,8,41,0.1951219512195122
2018,ATL,1,16,41,0.3902439024390244
2018,BOS,0,28,41,0.6829268292682927
2018,BOS,1,27,41,0.6585365853658537
2018,BRK,0,13,41,0.3170731707317073
2018,BRK,1,15,41,0.36585365853658536
2018,CHI,0,10,41,0.24390243902439024
2018,CHI,1,17,41,0.4146341463414634
2018,CHO,0,15,41,0.36585365853658536
2018,CHO,1,21,41,0.5121951219512195
2018,CLE,0,21,41,0.5121951219512195
2018,CLE,1,29,41,0.7073170731707317
2018,DAL,0,9,41,0.21951219512195122
2018,DAL,1,15,41,0.36585365853658536
2018,DEN,0,15,41,0.36585365853658536
2018,DEN,1,31,41,0.7560975609756098
2018,DET,0,14,41,0.34146341463414637
2018,DET,1,25,41,0.6097560975609756
2018,GSW,0,29,41,0.7073170731707317
2018,GSW,1,29,41,0.7073170731707317
2018,HOU,0,31,41,0.7560975609756098
2018,HOU,1,34,41,0.8292682926829268
2018,IND,0,21,41,0.5121951219512195
2018,IND,1,27,41,0.6585365853658537
2018,LAC,0,20,41,0.4878048780487805
2018,LAC,1,22,41,0.5365853658536586
2018,LAL,0,15,41,0.36585365853658536
2018,LAL,1,20,41,0.4878048780487805
2018,MEM,0,6,41,0.14634146341463414
2018,MEM,1,16,41,0.3902439024390244
2018,MIA,0,18,41,0.43902439024390244
2018,MIA,1,26,41,0.6341463414634146
2018,MIL,0,19,41,0.4634146341463415
2018,MIL,1,25,41,0.6097560975609756
2018,MIN,0,17,41,0.4146341463414634
2018,MIN,1,30,41,0.7317073170731707
2018,NOP,0,24,41,0.5853658536585366
2018,NOP,1,24,41,0.5853658536585366
2018,NYK,0,10,41,0.24390243902439024
2018,NYK,1,19,41,0.4634146341463415
2018,OKC,0,21,41,0.5121951219512195
2018,OKC,1,27,41,0.6585365853658537
2018,ORL,0,8,41,0.1951219512195122
2018,ORL,1,17,41,0.4146341463414634
2018,PHI,0,22,41,0.5365853658536586
2018,PHI,1,30,41,0.7317073170731707
2018,PHO,0,11,41,0.2682926829268293
2018,PHO,1,10,41,0.24390243902439024
2018,POR,0,21,41,0.5121951219512195
2018,POR,1,28,41,0.6829268292682927
2018,SAC,0,13,41,0.3170731707317073
2018,SAC,1,14,41,0.34146341463414637
2018,SAS,0,14,41,0.34146341463414637
2018,SAS,1,33,41,0.8048780487804879
2018,TOR,0,25,41,0.6097560975609756
2018,TOR,1,34,41,0.8292682926829268
2018,UTA,0,20,41,0.4878048780487805
2018,UTA,1,28,41,0.6829268292682927
2018,WAS,0,20,41,0.4878048780487805
2018,WAS,1,23,41,0.5609756097560976
2019,ATL,0,12,41,0.2926829268292683
2019,ATL,1,17,41,0.4146341463414634
2019,BOS,0,21,41,0.5121951219512195
2019,BOS,1,28,41,0.6829268292682927
2019,BRK,0,19,41,0.4634146341463415
2019,BRK,1,23,41,0.5609756097560976
2019,CHI,0,13,41,0.3170731707317073
2019,CHI,1,9,41,0.21951219512195122
2019,CHO,0,14,41,0.34146341463414637
2019,CHO,1,25,41,0.6097560975609756
2019,CLE,0,6,41,0.14634146341463414
2019,CLE,1,13,41,0.3170731707317073
2019,DAL,0,9,41,0.21951219512195122
2019,DAL,1,24,41,0.5853658536585366
2019,DEN,0,20,41,0.4878048780487805
2019,DEN,1,34,41,0.8292682926829268
2019,DET,0,15,41,0.36585365853658536
2019,DET,1,26,41,0.6341463414634146
2019,GSW,0,27,41,0.6585365853658537
2019,GSW,1,30,41,0.7317073170731707
2019,HOU,0,22,41,0.5365853658536586
2019,HOU,1,31,41,0.7560975609756098
2019,IND,0,19,41,0.4634146341463415
2019,IND,1,29,41,0.7073170731707317
2019,LAC,0,22,41,0.5365853658536586
2019,LAC,1,26,41,0.6341463414634146
2019,LAL,0,15,41,0.36585365853658536
2019,LAL,1,22,41,0.5365853658536586
2019,MEM,0,12,41,0.2926829268292683
2019,MEM,1,21,41,0.5121951219512195
2019,MIA,0,20,41,0.4878048780487805
2019,MIA,1,19,41,0.4634146341463415
2019,MIL,0,27,41,0.6585365853658537
2019,MIL,1,33,41,0.8048780487804879
2019,MIN,0,11,41,0.2682926829268293
2019,MIN,1,25,41,0.6097560975609756
2019,NOP,0,14,41,0.34146341463414637
2019,NOP,1,19,41,0.4634146341463415
2019,NYK,0,8,41,0.1951219512195122
2019,NYK,1,9,41,0.21951219512195122
2019,OKC,0,22,41,0.5365853658536586
2019,OKC,1,27,41,0.6585365853658537
2019,ORL,0,17,41,0.4146341463414634
2019,ORL,1,25,41,0.6097560975609756
2019,PHI,0,20,41,0.4878048780487805
2019,PHI,1,31,41,0.7560975609756098
2019,PHO,0,7,41,0.17073170731707318
2019,PHO,1,12,41,0.2926829268292683
2019,POR,0,21,41,0.5121951219512195
2019,POR,1,32,41,0.7804878048780488
2019,SAC,0,15,41,0.36585365853658536
2019,SAC,1,24,41,0.5853658536585366
2019,SAS,0,16,41,0.3902439024390244
2019,SAS,1,32,41,0.7804878048780488
2019,TOR,0,26,41,0.6341463414634146
2019,TOR,1,32,41,0.7804878048780488
2019,UTA,0,21,41,0.5121951219512195
2019,UTA,1,29,41,0.7073170731707317
2019,WAS,0,10,41,0.24390243902439024
2019,WAS,1,22,41,0.5365853658536586
2020,ATL,0,6,33,0.18181818181818182
2020,ATL,1,14,34,0.4117647058823529
2020,BOS,0,22,36,0.6111111111111112
2020,BOS,1,26,36,0.7222222222222222
2020,BRK,0,15,36,0.4166666666666667
2020,BRK,1,20,36,0.5555555555555556
2020,CHI,0,8,31,0.25806451612903225
2020,CHI,1,14,34,0.4117647058823529
2020,CHO,0,13,34,0.38235294117647056
2020,CHO,1,10,31,0.3225806451612903
2020,CLE,0,8,29,0.27586206896551724
2020,CLE,1,11,36,0.3055555555555556
2020,DAL,0,23,37,0.6216216216216216
2020,DAL,1,20,38,0.5263157894736842
2020,DEN,0,20,36,0.5555555555555556
2020,DEN,1,26,37,0.7027027027027027
2020,DET,0,9,33,0.2727272727272727
2020,DET,1,11,33,0.3333333333333333
2020,GSW,0,7,31,0.22580645161290322
2020,GSW,1,8,34,0.23529411764705882
2020,HOU,0,20,36,0.5555555555555556
2020,HOU,1,24,36,0.6666666666666666
2020,IND,0,20,37,0.5405405405405406
2020,IND,1,25,36,0.6944444444444444
2020,LAC,0,22,36,0.6111111111111112
2020,LAC,1,27,36,0.75
2020,LAL,0,27,36,0.75
2020,LAL,1,25,35,0.7142857142857143
2020,MEM,0,14,36,0.3888888888888889
2020,MEM,1,20,37,0.5405405405405406
2020,MIA,0,15,37,0.40540540540540543
2020,MIA,1,29,36,0.8055555555555556
2020,MIL,0,26,38,0.6842105263157895
2020,MIL,1,30,35,0.8571428571428571
2020,MIN,0,11,32,0.34375
2020,MIN,1,8,32,0.25
2020,NOP,0,15,36,0.4166666666666667
2020,NOP,1,15,36,0.4166666666666667
2020,NYK,0,10,33,0.30303030303030304
2020,NYK,1,11,33,0.3333333333333333
2020,OKC,0,21,35,0.6
2020,OKC,1,23,37,0.6216216216216216
2020,ORL,0,15,38,0.39473684210526316
2020,ORL,1,18,35,0.5142857142857142
2020,PHI,0,12,38,0.3157894736842105
2020,PHI,1,31,35,0.8857142857142857
2020,PHO,0,17,34,0.5
2020,PHO,1,17,39,0.4358974358974359
2020,POR,0,14,38,0.3684210526315789
2020,POR,1,21,36,0.5833333333333334
2020,SAC,0,15,37,0.40540540540540543
2020,SAC,1,16,35,0.45714285714285713
2020,SAS,0,13,37,0.35135135135135137
2020,SAS,1,19,34,0.5588235294117647
2020,TOR,0,27,36,0.75
2020,TOR,1,26,36,0.7222222222222222
2020,UTA,0,21,37,0.5675675675675675
2020,UTA,1,23,35,0.6571428571428571
2020,WAS,0,9,36,0.25
2020,WAS,1,16,36,0.4444444444444444
2021,ATL,0,16,36,0.4444444444444444
2021,ATL,1,25,36,0.6944444444444444
2021,BOS,0,15,36,0.4166666666666667
2021,BOS,1,21,36,0.5833333333333334
2021,BRK,0,20,36,0.5555555555555556
2021,BRK,1,28,36,0.7777777777777778
2021,CHI,0,16,36,0.4444444444444444
2021,CHI,1,15,36,0.4166666666666667
2021,CHO,0,15,36,0.4166666666666667
2021,CHO,1,18,36,0.5
2021,CLE,0,9,36,0.25
2021,CLE,1,13,36,0.3611111111111111
2021,DAL,0,21,36,0.5833333333333334
2021,DAL,1,21,36,0.5833333333333334
2021,DEN,0,22,36,0.6111111111111112
2021,DEN,1,25,36,0.6944444444444444
2021,DET,0,7,36,0.19444444444444445
2021,DET,1,13,36,0.3611111111111111
2021,GSW,0,14,36,0.3888888888888889
2021,GSW,1,25,36,0.6944444444444444
2021,HOU,0,8,36,0.2222222222222222
2021,HOU,1,9,36,0.25
2021,IND,0,21,36,0.5833333333333334
2021,IND,1,13,36,0.3611111111111111
2021,LAC,0,21,36,0.5833333333333334
2021,LAC,1,26,36,0.7222222222222222
2021,LAL,0,21,36,0.5833333333333334
2021,LAL,1,21,36,0.5833333333333334
2021,MEM,0,20,36,0.5555555555555556
2021,MEM,1,18,36,0.5
2021,MIA,0,19,36,0.5277777777777778
2021,MIA,1,21,36,0.5833333333333334
2021,MIL,0,20,36,0.5555555555555556
2021,MIL,1,26,36,0.7222222222222222
2021,MIN,0,10,36,0.2777777777777778
2021,MIN,1,13,36,0.3611111111111111
2021,NOP,0,13,36,0.3611111111111111
2021,NOP,1,18,36,0.5
2021,NYK,0,16,36,0.4444444444444444
2021,NYK,1,25,36,0.6944444444444444
2021,OKC,0,12,36,0.3333333333333333
2021,OKC,1,10,36,0.2777777777777778
2021,ORL,0,10,36,0.2777777777777778
2021,ORL,1,11,36,0.3055555555555556
2021,PHI,0,20,36,0.5555555555555556
2021,PHI,1,29,36,0.8055555555555556
2021,PHO,0,24,36,0.6666666666666666
2021,PHO,1,27,36,0.75
2021,POR,0,22,36,0.6111111111111112
2021,POR,1,20,36,0.5555555555555556
2021,SAC,0,15,36,0.4166666666666667
2021,SAC,1,16,36,0.4444444444444444
2021,SAS,0,19,36,0.5277777777777778
2021,SAS,1,14,36,0.3888888888888889
2021,TOR,0,11,36,0.3055555555555556
2021,TOR,1,16,36,0.4444444444444444
2021,UTA,0,21,36,0.5833333333333334
2021,UTA,1,31,36,0.8611111111111112
2021,WAS,0,15,36,0.4166666666666667
2021,WAS,1,19,36,0.5277777777777778
2022,ATL,0,16,41,0.3902439024390244
2022,ATL,1,27,41,0.6585365853658537
2022,BOS,0,23,41,0.5609756097560976
2022,BOS,1,28,41,0.6829268292682927
2022,BRK,0,24,41,0.5853658536585366
2022,BRK,1,20,41,0.4878048780487805
2022,CHI,0,19,41,0.4634146341463415
2022,CHI,1,27,41,0.6585365853658537
2022,CHO,0,21,41,0.5121951219512195
2022,CHO,1,22,41,0.5365853658536586
2022,CLE,0,19,41,0.4634146341463415
2022,CLE,1,25,41,0.6097560975609756
2022,DAL,0,23,41,0.5609756097560976
2022,DAL,1,29,41,0.7073170731707317
2022,DEN,0,25,41,0.6097560975609756
2022,DEN,1,23,41,0.5609756097560976
2022,DET,0,10,41,0.24390243902439024
2022,DET,1,13,41,0.3170731707317073
2022,GSW,0,22,41,0.5365853658536586
2022,GSW,1,31,41,0.7560975609756098
2022,HOU,0,9,41,0.21951219512195122
2022,HOU,1,11,41,0.2682926829268293
2022,IND,0,9,41,0.21951219512195122
2022,IND,1,16,41,0.3902439024390244
2022,LAC,0,17,41,0.4146341463414634
2022,LAC,1,25,41,0.6097560975609756
2022,LAL,0,12,41,0.2926829268292683
2022,LAL,1,21,41,0.5121951219512195
2022,MEM,0,26,41,0.6341463414634146
2022,MEM,1,30,41,0.7317073170731707
2022,MIA,0,24,41,0.5853658536585366
2022,MIA,1,29,41,0.7073170731707317
2022,MIL,0,24,41,0.5853658536585366
2022,MIL,1,27,41,0.6585365853658537
2022,MIN,0,20,41,0.4878048780487805
2022,MIN,1,26,41,0.6341463414634146
2022,NOP,0,17,41,0.4146341463414634
2022,NOP,1,19,41,0.4634146341463415
2022,NYK,0,20,41,0.4878048780487805
2022,NYK,1,17,41,0.4146341463414634
2022,OKC,0,12,41,0.2926829268292683
2022,OKC,1,12,41,0.2926829268292683
2022,ORL,0,10,41,0.24390243902439024
2022,ORL,1,12,41,0.2926829268292683
2022,PHI,0,27,41,0.6585365853658537
2022,PHI,1,24,41,0.5853658536585366
2022,PHO,0,32,41,0.7804878048780488
2022,PHO,1,32,41,0.7804878048780488
2022,POR,0,10,41,0.24390243902439024
2022,POR,1,17,41,0.4146341463414634
2022,SAC,0,14,41,0.34146341463414637
2022,SAC,1,16,41,0.3902439024390244
2022,SAS,0,18,41,0.43902439024390244
2022,SAS,1,16,41,0.3902439024390244
2022,TOR,0,24,41,0.5853658536585366
2022,TOR,1,24,41,0.5853658536585366
2022,UTA,0,20,41,0.4878048780487805
2022,UTA,1,29,41,0.7073170731707317
2022,WAS,0,14,41,0.34146341463414637
2022,WAS,1,21,41,0.5121951219512195
2023,ATL,0,17,41,0.4146341463414634
2023,ATL,1,24,41,0.5853658536585366
2023,BOS,0,25,41,0.6097560975609756
2023,BOS,1,32,41,0.7804878048780488
2023,BRK,0,22,41,0.5365853658536586
2023,BRK,1,23,41,0.5609756097560976
